movie_id,片名,年份,导演,语言,制片国家/地区,豆瓣评分,评价人数,benchmark,score,hits,剧情简介_前200,Gemini评价,来源URL,final_decision,confidence,reason
4082101,喜羊羊与灰太狼之虎虎生威,2010,赵崇邦,汉语普通话 / 粤语,中国大陆,7.2,31988,0,1,E2,在一个月黑风高的夜晚，灰太狼（张琳 配音）和一众同伴相约，杀进羊村捕捉小肥羊，为老婆和孩子送上情人节的饕餮大宴——涮羊锅。与此同时，羊村正在举行大白菜成功培育一千周年的庆典，节日的欢乐气氛却被突如其来的灰太狼所破坏。正当灰太狼与喜羊羊（祖丽晴 配音）激战正酣之际，狂暴骄纵的虎威太岁（贾译 配音）率领众多手下来到羊村，扬言要在这里修建游乐场。转眼之间一座豪华的游乐场拔地而起，小肥羊们被迫沦为这里的工,影片以欢快活泼的童真画风和充满正能量的冒险，为观众呈现了一场充满爱与勇气的合家欢庆典。,https://movie.douban.com/subject/4082101/,no,0.9,粤语仅为配音版本
1304476,独立时代,1994,杨德昌,汉语普通话 / 闽南话,中国台湾,8.8,31821,0,1,E2,Birdy（王也明）、Molly（倪淑君）、琪琪（陈湘琪）、小明（王维明）四个大学同学毕业后做着不同的工作，表面光鲜程度虽有异，都有身份转变（由学生到社会人）时期的尴尬。而这其中最难做人的，是夹在好友Molly与男友小明之间的琪琪，她只能暗自努力，以期好友、男友的事业与生活能有所改观，三人的关系能有所改善，却得到双方的误会。Molly的姐夫（阎鸿亚）在认定生活就是由若干玩笑构成的排列组合后，开始转,影片以犀利高频的对白 and 舞台化的群戏调度，对现代都市男女的精神空虚与伪善进行了无情解构。,https://movie.douban.com/subject/1304476/,yes,0.9,杨德昌台北闽南话群像
1308130,少女小渔,1995,张艾嘉,汉语普通话 / 英语 / 粤语,中国台湾,7.9,30489,0,0,,为了帮半工半读的男友江伟（庹宗华）分担压力，小渔（刘若英）从中国非法来到纽约做劳工，江伟急于摆脱生活的困境，说服小渔同现居纽约的意大利老头Mario（Daniel J. Travanti）假结婚，以便取得绿卡后自己也能入籍。Mario表面看来是欠了一屁股赌债的潦倒赌鬼，却有既风光又无奈的过去，小渔对他的身世了解后，开始对其进行无微不至的照顾，而Mario也被小渔的单纯打动，重新执笔开始写作，两人渐,影片通过张艾嘉温柔女性视角，细腻描摹了异国移民边缘生活的无奈，展现了女性自我意识的觉醒。,https://movie.douban.com/subject/1308130/,no,0.85,纽约移民片粤语点缀
6721670,秦时明月之龙腾万里,2014,沈乐平,汉语普通话 / 陕西方言,中国大陆,6.9,29856,0,1,E2,千年之前，一场可怕的战争燃烧了整片大地。蚩尤将战火引向各处，最终他被黄帝打败，遭到封印。然而野心勃勃的帝王秦始皇派出铁骑入侵楼兰，寻找传说中的可怕武器“兵魔神”。某边塞小镇，顽皮机警的少年荆天明（冯骏骅 配音）意外卷入一场最敬爱的吕老伯（程玉珠 配音）和神秘阴阳家的纷争之中，在被追杀的关键时刻，他得到了天下第一剑客盖聂（刘钦 配音）和项氏一族少主项小羽（沈达威 配音）的援助。吕老伯此前曾叮嘱天明将,经典电影暂无评价,https://movie.douban.com/subject/6721670/,no,0.85,动画普通话配音方言点缀
1947270,天狗,2006,戚健,汉语普通话 / 晋语,中国大陆,8.7,29247,0,1,E2,伤残军人李天狗（富大龙）复员后，听从组织安排携带妻子桃花（朱媛媛）和儿子来到偏远山区当起国有林场的护林员，他没想到的是，眼前淳朴善良的农民发家致富的招数竟是乱砍乱伐乱卖林区的树木，而被当地人称为“三条龙”的孔家三兄弟是始作俑者兼幕后推手。为履行自己的护林人职责，李天狗开始了一个人的战斗，在这一过程中，他遭遇的威胁一次比一次升级（桃花甚至遭到侮辱），可是，他始终没忘记自己是一名共产党员，用自己的实际,影片以写实粗粝的黄土高原为背景，刻画了一个护林员孤勇的悲歌，是对人性贪婪与社会正义的沉重叩问。,https://movie.douban.com/subject/1947270/,yes,0.9,晋语山村护林片
1291876,黄土地,1984,陈凯歌,汉语普通话 / 陕西方言,中国大陆,7.9,29131,0,1,E2,陕北黄土高原上的贫苦女孩翠巧（薛白饰），自小由父亲（谭托饰）作主定下娃娃亲。八路军文工团团员顾青（王学圻饰），为采集民歌来到翠巧家，一段时间后，与翠巧家彼此仿佛自家人般。顾青讲述起延安妇女婚姻自主的情况，翠巧听后，心生向往。父亲虽善良，可又愚昧，他要翠巧在四月里完婚。顾青行将离去，翠巧要随去延安，顾青有心无力。翠巧弟弟憨憨（刘强饰）跟着顾大哥，送了一程又一程。翻过一座山梁，顾青看见翠巧站在峰顶上，,影片以极具黄土高原风情的构图与悲凉的民歌，奠定了第五代导演的写实美学，展现了土地与生命的厚重。,https://movie.douban.com/subject/1291876/,yes,0.9,陕北方言民歌经典
11443316,龙之谷：破晓奇兵,2014,宋岳峰,汉语普通话 / 粤语,中国大陆,7.7,28206,0,1,E2,不务正业的流浪少年兰伯特意外听到了邪恶的大黑龙手下魔族准备攻占阿尔特里亚大陆的情况，为了保护家乡他与魔物周旋被困，却被游侠巴尔纳救下，加入到了游侠杰兰特、阿尔杰塔（景甜 配音）的队伍中。精灵一族中的法师首领卡拉秋（夏梓桐 配音）也带着公主内尔文与弓箭手随从莉亚（徐娇 配音）前来邀请人类国王参战，面对魔物的入侵，他们和游侠队伍以及人类骑士贝斯柯德（胡歌 配音）组成了对付大黑龙的联盟。众人历经困难来到,经典电影暂无评价,https://movie.douban.com/subject/11443316/,no,0.9,动画配音版本标签
4237863,一场风花雪月的事,2013,高群书,汉语普通话 / 英语 / 韩语 / 日语 / 粤语 / 意大利语,中国大陆,4.5,28185,0,-1,N2,08年夏天，失踪多年的国宝——金佛，重现在韩国头号黑帮——金氏家族之手。警方在金氏次子正熙（在熙 饰）潜入深圳境内避难时，安排女警吕月月（Angelababy 饰）以全程保护正熙之名追查金佛下落，两人经历了险象环生的黑帮追杀后情愫暗生，导致月月与警察男友薛宇（黄晓明 饰）的关系变得紧张。正熙答应配合警方的行动，却在哥哥正泰的安排下，携金佛潜逃。正熙失踪的日子里，月月与薛宇逐渐重修就好，正熙突然出现,经典电影暂无评价,https://movie.douban.com/subject/4237863/,no,0.9,合拍警匪爱情片
3892449,熊猫大侠,2009,王岳伦,汉语普通话 / 四川方言,中国大陆,4.4,27387,0,1,E2,南宋年间，金国老狼主派出刺客叽里咕噜潜入临安，图谋在临安城举办“天下一心”文艺汇演之时刺杀励精图治的大将军（任泉 饰）。二人多方打探得知演出当天将有一只从卧龙运来的会跳舞的熊猫表演，于是便想出计策冒充接镖人绑架大熊猫以图接近大将军。家居四川年逾四十却又一事无成的飞镖师傅王老吉（刘桦 饰）被误认为是“天下第一镖师”而接手押运大熊猫一差，王老吉为了证明自己可以吃镖师这碗饭，遂怀揣押镖秘籍一本，义无反顾,经典电影暂无评价,https://movie.douban.com/subject/3892449/,yes,0.75,四川方言古装喜剧
26957500,老兽,2017,周子阳,汉语普通话 / 晋语,中国大陆,7.0,26662,0,1,E2,老杨曾是财富激荡时代的乍富阶层，如今已破产多年，赋闲在家。某日他挪用老婆的救命手术费让子女们忍无可忍，一出儿子绑架老子的荒诞闹剧上演，老杨怒其不念养育之恩，毅然把不孝子告上法庭……这出现代家庭闹剧终以悲剧收场。,经典电影暂无评价,https://movie.douban.com/subject/26957500/,yes,0.85,鄂尔多斯晋语家庭片
3629232,带我去远方,2009,傅天余,汉语普通话 / 闽南语,中国台湾,7.5,25264,0,1,E2,故事发生在海边宁静的小渔村里。女孩阿桂（李芸妘饰幼年，游昕饰成年）从小眼中的世界，就跟其他人不同——她是个色盲。虽然这注定了她与周遭现实的格格不入，但却没有让她失去对生活的希望，她拿着爸爸送的多色眼镜，发现了不同颜色的天空。跟她一样对生命充满向往的还有她最崇拜的堂哥阿贤 （林柏宏饰）。阿贤 告诉她，在遥远的南太平洋有一座色盲岛，岛民都是跟阿桂一样不能分辨颜色的人。美丽的故事安慰了阿桂，让她觉得自己,经典电影暂无评价,https://movie.douban.com/subject/3629232/,yes,0.85,闽南语渔村少女片
26324232,摇摇晃晃的人间,2017,范俭,汉语普通话 / 湖北方言,中国大陆,7.9,23700,0,1,E2,余秀华，一个农村女性，从小患有脑瘫，在2015年成为中国最有名的诗人。她写出《穿越大半个中国去睡你》，强烈的情感与欲望引人注目。20年前，余秀华的母亲将懵懂无知的她嫁给了一个比她大十几岁的陌生男人，这段形同陌路的婚姻成为她一生的疼痛和遗憾。余秀华写诗，试图与自己的命运对话，写残缺的身体，写她对真爱的渴望。随着余秀华的成名和经济上的独立，她想通过离婚来重新掌控自己的命运，结束这段没有爱的婚姻。然而她,影片以极其质朴而饱含生命力的镜头，对准了脑瘫诗人余秀华，展现了其对爱情与自由的执着抗争，富有震撼诗意美感。,https://movie.douban.com/subject/26324232/,yes,0.9,余秀华湖北方言纪录片
1309087,世界,2005,贾樟柯,汉语普通话 / 晋语 / 俄语 / 英语,中国大陆 / 日本 / 法国,7.4,23440,0,1,E2,身为北京世界公园民俗村的一名舞蹈演员，赵小桃（赵涛）对身边微缩的世界早已厌倦，渴望有天同也在民俗村做保安队长的男友成太生（成泰燊）一起坐飞机去看看外面真实的世界。前任男友的到访，令赵小桃想起她同成太生刻骨铭心的初遇以及目前两人过的平庸日子，明白昔日的理想早被粉碎，而刚结识的一见如故的俄罗斯姑娘安娜的突然离去，加深了她对现实生活意义的怀疑，认识到她和成太生对彼此的忠贞，是生活里所剩的唯有美好。然而人,影片以极其写实灰暗的镜头，在深圳世界之窗这一虚无的奇观背景下，展现了底层边缘群体的精神空虚与生存挣扎。,https://movie.douban.com/subject/1309087/,yes,0.85,贾樟柯晋语北漂片
30419744,春江水暖,2020,顾晓刚,汉语普通话 / 杭州话,中国大陆,7.3,23195,0,1,E2,六百年前元朝画家黄公望先生以富春江两岸风貌画下《富春山居图》，为迎接2022年亚运会，富阳正在热火朝天地进行新城建设。在此背景下，《春江水暖》讲述杭州富春江畔，四兄弟分四季轮流照顾中风后失智的母亲，四个家庭面临亲情与生活的考验，借由一年四季的冷暖变化如画卷般徐徐展开。,如诗如画的运镜与古典东方美学完美融合，细腻勾勒出时代变迁下家族人生的温情与无奈。,https://movie.douban.com/subject/30419744/,yes,0.9,富阳杭州话家族片
35154957,消失的情人节,2020,陈玉勋,汉语普通话 / 闽南语,中国台湾,7.2,22894,0,1,E2,公车司机阿泰（刘冠廷/饰），是一个动作慢吞吞、连手表的时间、地震的感应都比别人慢的奇葩。他每天都会去邮局，找柜员杨晓淇（李霈瑜/饰）寄一封不知道给谁的平信。柜员杨晓淇和阿泰完全相反，是个凡事抢拍的超级急性子，唯独感情生活毫无进展，年近三十还是母胎单身。情人节前夕，杨晓淇被天菜阳光男刘老师（周群达Duncan/饰）搭讪，终于情窦初开的晓淇和刘老师天雷勾动地火；想不到一觉醒来，刘老师再无音讯、而且情人,奇幻精巧的时间设定与温暖治愈的色调，为都市男女编织了一出酸甜交织的浪漫童话。,https://movie.douban.com/subject/35154957/,yes,0.85,陈玉勋闽南语奇幻爱情
10833919,美姐,2013,郝杰,汉语普通话 / 晋语,中国大陆,7.8,22704,0,1,E2,铁蛋的爱情开始得早，八岁就恋上了邻家巧妇美姐（叶兰 饰 成年美姐）。文革禁唱地方戏曲二人台，也驱离了美姐一家人。辗转十多年，铁蛋（冯四 饰）俨然已是条汉子。随着美姐（杜焕荣 饰 中年美姐）与三个女儿返乡，看似忘不掉美姐，铁蛋先与其大女儿（叶兰 饰）私恋未果，却被迫娶了二女儿（葛夏 饰）作为“补偿”。最后决定跟着戏班子流浪，随他出门的却是美姐家的老三（叶兰 饰）……有道是二人台不是天天有，情歌永远唱,充满乡土气息的原生态镜头与浓烈的情欲纠葛相结合，展现了黄土地上生命的野性与哀歌。,https://movie.douban.com/subject/10833919/,yes,0.9,晋语二人台乡土片
24751765,喜羊羊与灰太狼之飞马奇遇记,2014,简耀宗,汉语普通话 / 粤语,中国大陆,5.9,21984,0,1,E2,在经典的童话故事里，如梦如幻、色彩斑斓的天马之城，英俊的飞马王子（郑恺 配音）即将迎娶美丽的蓝马公主（白百合 配音），谁知婚礼现场却被抢婚的小矮马（刘红韵 配音）所破坏。飞马王子在追逐小矮马的时候遭遇意外，坠落到了青青草原。与此同时，草原上这个经典童话的结局也发生了改变。为了让痛哭流涕的大人们重新振作起来，也为了帮助飞马王子找回真爱，喜羊羊、美羊羊、懒洋洋、暖洋洋、沸羊羊以及小灰灰拿到了村长发明的,经典电影暂无评价,https://movie.douban.com/subject/24751765/,no,0.9,动画配音版本
4166487,肩上蝶,2011,张之亮,汉语普通话 / 粤语,中国大陆,4.9,21556,0,1,E2,电影《肩上蝶》，改编自傅玉蓬的网络文章《你的肩膀上有蝴蝶吗？》。故事发生在一个遭受致命传染病威胁的小岛。著名生物学家严国（陈坤 饰）专注于研究，希望找到治愈疾病的方法，但自己却被病魔所侵生命垂危。未婚妻宝宝（江一燕 饰）同神秘生灵定下契约：变成蝴蝶三年来交换严国的康复。严国恢复了健康却失去了爱人，变得忧郁孤僻。变成蝴蝶的宝宝只能够看着他一天天消沉但无能为力。严国得到了邻居白兰（桂纶镁 饰）和女记者,经典电影暂无评价,https://movie.douban.com/subject/4166487/,no,0.9,合拍奇幻爱情片
1307561,青少年哪吒,1992,蔡明亮,汉语普通话 / 台语,中国台湾,8.0,21128,0,1,E2,拿着退来的补习费用逃离压抑的补习班后，小康（李康生）开始漫无目的的在西门町晃荡，偶遇有着另一种身份过着另一种日子的“不良少年”阿泽（陈昭荣），被其吸引，渴望融入其生活。但阿泽只是表面看来光鲜，打电动、开一辆重型机车在街上呼啸只因可以暂时让自己看起来像个胜利者，内心却一样是封闭孤独的。在跟踪阿泽的过程中，小康渐发觉自己的性向可能与大多数人有别，也发现阿泽生活的单调与苦闷。但好过小康的是，阿泽虽也几乎,蔡明亮以极简的对白与潮湿泥泞的台北街景，精准描摹出都市青年的孤独挣扎与虚无宿命，风格沉郁冷冽。,https://movie.douban.com/subject/1307561/,yes,0.9,蔡明亮西门町台语片
2038365,十三棵泡桐,2007,吕乐,汉语普通话 / 四川话,中国大陆,7.1,21049,0,1,E2,故事描写女孩何风与几个男孩子之间难以言述的情感，和发生在她18岁夏天的一段青春故事。,经典电影暂无评价,https://movie.douban.com/subject/2038365/,yes,0.85,成都四川话青春片
4291275,到阜阳六百里,2011,邓勇星,汉语普通话 / 上海话,中国大陆 / 中国台湾,7.7,20568,0,1,E2,心高气傲的年轻女子曹俐（秦海璐饰）本想一探外面的世界，一路从深圳打拼到光鲜亮丽的大都市上海。背井离乡的曹俐，努力逃离她失败的婚姻和生意经营的失败。然而她却仍生活在社会的最底层。她与中年妇女谢琴（唐群饰）合租在两平米不到的简陋小房内，每日疲于奔命地打工挣钱。同乡狗哥骗来一辆旧巴士，邀曹俐入伙推销阜阳返乡车票，哄骗二十八个阿姨乘车返乡。虽然离上海老家只有六百里，但她依旧不敢踏上回家的路。本部仅用18天,经典电影暂无评价,https://movie.douban.com/subject/4291275/,yes,0.85,沪语底层打工女性片
24891524,5月天诺亚方舟,2013,刘名峰,汉语普通话 / 英语 / 闽南语,中国台湾,8.5,19768,0,0,,故事主轴以马雅人的2012/12/21末日预言贯穿。末日不如预言发生，但是贪婪的人类对自然和社会的无度需索，予取予求，终于有一天新能源厂事故，造就人类自食恶果，文明毁灭。以小男孩找到一把吉他作故事的开端，和爷爷在人类亲手造成的末日前夕相逢。爷爷想着自己不会弹吉他而错过了某些人生与爱情，打电话给过去的自己，希望改变这个过去的事实，进而改变生命，让走到末路的人类文明起死回生。“诺亚方舟”演唱会共以五大,经典电影暂无评价,https://movie.douban.com/subject/24891524/,no,0.85,演唱会电影
26282530,再见，在也不见,2016,忻钰坤 / 陈世杰 / 西瓦罗·孔萨库,汉语普通话 / 英语 / 泰语 / 粤语 / 闽南话,中国大陆 / 新加坡 / 泰国 / 中国台湾,5.9,19633,0,2,E1+N2,电影分为三个发生在不同时期、地点但是相互有着关联的故事。《背影》：陈经理（陈柏霖 饰）受公司所托前往广西进行业务考察，在工厂里，他意外的遇见了和自己失散多年的父亲。如今的父亲已然垂垂老矣，他早已经认不出儿子的面庞了，而陈经理也似乎并没有和父亲相认的打算。《湖畔》：陈德明（陈柏霖 饰）刚刚喜为人父，一封来自监狱的信便冲淡了这份喜悦。原来，他曾经的挚友（杨佑宁 饰）即将面临死刑的制裁，他要去新加坡送他,经典电影暂无评价,https://movie.douban.com/subject/26282530/,uncertain,0.5,多国别三段拼盘方言占比不明
5294344,出轨的女人,2011,潘源良,普通话/国语 / 粤语,中国香港,5.8,19092,0,0,,万太太（夏文汐 饰）于无意中发现丈夫出轨的照片，十分痛苦伤心。朋友Jojo（叶璇 饰）和何太（吴家丽 饰）等人拉她去了邻近的某高级娱乐会所嫖男妓。Jojo与丈夫黑白哥（杜汶泽 饰）感情冷淡，生活不合，因此长期在外寻欢作乐。何太太的丈夫忙于生意，冷落了家庭，她寂寞孤寂之下也开始在外寻欢作乐。在会所里，何太和万太同时看上了帅气迷人的bill（陈伟霆 饰）。心灰意冷的万太却发现bill对她分外热情，两人,经典电影暂无评价,https://movie.douban.com/subject/5294344/,no,0.7,港产都市片默认排除
3552301,爱到底,2011,方文山 / 九把刀 / 黄子佼 / 陈奕先,汉语普通话 / 台语,中国台湾,6.0,18895,0,1,E2,三声有幸：本段故事讲述了失去儿子的老母亲，每年儿子忌日都会接到儿子的电话，使她有了活下去的希望。然而这一切都是儿子生前安排好的，找了声音相似也生了重病的阿正(范逸臣 饰）带打的电话。阿正病情越来越重，也在网上找寻和自己声音相同的人，让心爱的女友（赖雅研 饰）有他的声音相随......华山·24：心悠（刘心悠 饰）在华山给歌星Lens(柯有纶 饰）当MV女主角。MV导演蓝key(蓝正龙 饰）和心悠是,经典电影暂无评价,https://movie.douban.com/subject/3552301/,yes,0.75,台语三段式爱情片
1298871,海滩的一天,1983,杨德昌,汉语普通话 / 闽南话 / 日语 / 德语,中国台湾,8.4,18810,0,1,E2,林佳莉（张艾嘉 饰）成长于台湾南部传统小镇的医师家庭。她和哥哥林佳森（高鸣鸿 饰）二人自幼接受精英教育，从名校大学毕业。然而，佳莉不愿跟哥哥一样，被迫放弃恋人谭蔚青（胡因梦 饰），而接受父亲之命所强加安排的婚姻。她毅然离家北上，和恋人程德伟（毛学维 饰）在台北这个急速现代化的城市中结婚定居。 然而，70、80年代经济起飞的台湾，商业竞争骤烈，德伟逐渐卷入那个金钱竞逐、应酬酒色的世界，最终迷失了自己,影片以多重视角与悠长缓慢的叙事，拼贴出传统女性在现代浪潮中的迷失与觉醒，奠定了杨导隽永深刻的写实美学。,https://movie.douban.com/subject/1298871/,yes,0.9,杨德昌南部闽南语片
26263919,谋杀似水年华,2016,陈果,汉语普通话 / 云南方言,中国大陆 / 中国香港,3.9,17643,0,1,E2,田小麦（杨颖 饰）和盛赞（张超 饰）相恋多年，即将携手步入婚姻的殿堂，然而，就在这个节骨眼上，田小麦身为刑警的父亲在工作中不幸因故身亡，悲伤之余，田小麦在父亲的遗物之中发现了一本探案笔记，上面记载了十年前的一桩悬案，同时也让田小麦回想起了自己的初恋秋收（阮经天 饰）。某日，田小麦从好友处得知了一间贩卖世间一切东西的网店，在店中，田小麦买了一条紫色丝巾。之后，诡异的事情接二连三的发生，种种蛛丝马迹均,经典电影暂无评价,https://movie.douban.com/subject/26263919/,no,0.85,合拍悬疑片方言点缀
4253448,第四张画,2010,钟孟宏,国语 / 闽南语,中国台湾,7.7,16933,0,1,E2,男童朱云翔（毕晓海 饰）的父亲过世，生活无人照顾，来自大陆的老校工张先生（金世杰 饰）外冷内热，在朱云翔生母吴春兰（郝蕾 饰）到来前照顾了小翔一段时间。吴春兰十几年前由大陆赴台，短暂的迷梦破灭后又经历了牢狱之灾，如今栖身于风尘场所。靠摆摊维持生活的继父（戴立忍 饰）被恨意所填充，对小翔的到来颇多怨气。幸好小翔结识了当地的小混混手枪仔（纳豆 饰），手枪仔用偷来的轻骑带小翔兜风，配合手枪仔盗窃和强抢小,影片用极具诗意的冷冽镜头与压抑逼仄的家庭氛围，揭示了童年阴影与社会边缘痛楚，影像风格冷峻而充满关怀。,https://movie.douban.com/subject/4253448/,yes,0.85,钟孟宏闽南语家庭片
4307349,父后七日,2010,刘梓洁 / 王育麟,汉语普通话 / 闽南语,中国台湾,8.0,16209,0,1,E2,得到父亲（太保 饰）去世的消息，女儿阿梅（王莉雯 饰）从台北回到乡里，和哥哥一起为父亲操持后事。在师公严格指挥下哭丧，折纸莲花的唠叨妇女们，被太阳晒爆的罐头塔……阿梅时时被荒诞的乡下丧葬习俗、彼此联系诡谲的乡里人情弄得哭笑不得，与父亲的往事一幕幕涌上心头，成年以来的二人 疏离，在回忆中才慢慢贴近。繁琐冗长、笑多过泪的丧事终于处理结束，阿梅独个回到城市繁忙生活。几个月后，阿梅过境香港机场，习惯性想买,影片以台湾本土特有的繁复丧葬仪式为载体，在荒诞幽默的民俗画卷下，包裹着极其深沉克制、令人泪目的父女温情。,https://movie.douban.com/subject/4307349/,yes,0.9,闽南语丧葬民俗喜剧
26924141,低压槽：欲望之城,2018,张家辉,汉语普通话 / 粤语 / 英语 / 泰语,中国大陆 / 中国香港,4.3,15981,0,1,E2,孤城，一座浮华却堕落的罪恶之城，这里充斥着金钱与利益的争夺。然而，在这个亡命之徒的乐园里，仍有少数人坚持着自己心中的正义……警方卧底于秋在上司阿占的运筹帷幄下，多次成功打入当地帮派，斡旋于多方黑色势力之中。于秋在黑帮生活中却好像渐渐迷失自我，他开始怀疑，是否只有“非常”的手段才能主持公正，这让阿占也开始质疑。一次卧底行动中，于秋冒着行动失败的风险和帮派老大激战，结果全体命丧当场。在道德和江湖道义的,影片以极具风格化的黑色罪恶美学和凌厉劲爆的动作格斗，构建了一个欲望都市里关于正义与救赎的寓言。,https://movie.douban.com/subject/26924141/,no,0.85,风格化警匪片
26647876,地球：神奇的一天,2017,理查德·戴尔 / 彼得·韦柏 / 范立欣,汉语普通话 / 英语 / 粤语,中国大陆 / 英国,8.1,15905,0,0,,曾成功推出电影《地球》的BBC地球影业带来了令人期待已久的续集——《地球：神奇的一天》，一段揭示自然界惊人力量的神奇旅程。一天内，我们跟随太阳的脚步从世界上最高的山到最远的岛、从野外的丛林走到繁华的城市。由于在电影制作技术上取得的惊人突破，从而我们可以让你能与一群难忘的角色亲密接触；幼年的斑马宝宝想要穿过一条湍急的河流， 英勇的企鹅爸爸每天都要从事一项与大海以性命相搏的工作来抚养家人，一个喜欢在大,影片以宏大壮丽的自然奇观与极富生命力的微观镜头，在一天的时间跨度里，深情谱写了地球万物的生命交响乐。,https://movie.douban.com/subject/26647876/,no,0.9,自然纪录片
25746414,暴走神探,2015,罗卓瑶,汉语普通话 / 英语 / 上海话,中国大陆 / 中国香港,5.4,15078,0,0,,上海滩，十里洋场，租界林立，妖孽辈出，钱多人傻，浮华与罪恶并存，故名“冒险家乐园”，又名“魔都”。作为租界最聪明的一名“包打探”，范如一（阮经天 饰）每天都要跟三教九流打交道，从中获取各式各样的查案信息，也因此深得老板信任。可直到有一天，在接手老板交代的一项绝密任务之后，各种意想不到的离奇事件接踵而至：军阀之女宋小乔（杨子姗 饰）遭到绑架，少年小六惨死街头，贵族学校女学生、巡捕房同事等均被卷入其中,影片以极具黑色幽默与怪诞摩登美学的民国魔都探案风格，将荒诞文青气质与阴谋重重的探案故事巧妙融合。,https://movie.douban.com/subject/25746414/,yes,0.75,民国上海探案沪语对白
1303458,南国再见，南国,1996,侯孝贤,汉语普通话 / 闽南语,中国台湾,8.1,14705,0,1,E2,高哥（高捷）接到小麻花（伊能静）的电话，赶到夜市见到被揍得鼻青脸肿的扁头（林强），没动手而是找到刑警欲讨公道，却被反抓，明白自己的尴尬处境——原来“弃武从文”只会使自己更难堪。可是以前混黑社会的日子，想想得来的也只有失落。因为不懂与时俱进，高哥显得很“可悲”，天早换成了另外的天，他却仍固守着原来的那朵云。30岁的他顾家、重情义、有思想，不想在打打杀杀中混日子，可是却无力改变环境，只能想办法适应环境,侯孝贤以漫不经心的长镜头与迷幻喧嚣的电子乐，勾勒出世纪末台湾边缘青年的虚无躁动与悲凉宿命。,https://movie.douban.com/subject/1303458/,yes,0.9,侯孝贤闽南语黑帮片
1308228,鲁冰花,1989,杨立国,汉语普通话 / 闽南语,中国台湾,8.8,14545,0,1,E2,年轻气盛的美术老师郭云天（于寒）从大城市调到水城乡小学后，发现其它老师眼中的“坏学生”古阿明（黄坤玄）是个绘画天才，加上调查后得知古阿明家境贫困，郭云天开始对他照顾有加，时常为他不惜同其它老师发生冲突。校长委托郭云天挑选一名美术选手代表学校参加比赛，郭云天力荐古阿明，遭到其它老师的反对，据理力争一番，郭云天终没抵过众人之口，心怀对古阿明的歉意带着他的一幅绘画离开了水城乡。而落选后的古阿明因为伤心外,影片以朴实无华的镜头语言和深沉的悲剧色彩，探讨了天才被社会现实扼杀的痛楚，真挚感人，催人泪下。,https://movie.douban.com/subject/1308228/,yes,0.9,闽南语乡土经典
1302537,火烧岛,1991,朱延平,汉语普通话 / 粤语 / 英语 / 塔加路语,中国台湾,6.7,13525,0,1,E2,警官黄伟（梁家辉 饰）被借调调查一件涉及警员犯罪的案子，为搜集证据，黄伟犯险入狱。火烧岛典狱长（柯俊雄 饰）治下的监狱充斥着暴力、不公，以及制度化的犯人殴斗。黄伟很快在狱中结识了室友小朱（庹宗华 饰）和因思念儿子多次越狱的刘世杰（洪金宝 饰），并经历了帮派人物大林（高捷 饰）的入狱洗礼。台球选手大锤（成龙 饰）因误杀帮派大哥钢珠（刘德华 饰）之弟入狱，大林受命向大锤复仇，此事被狱中大哥桂老大（王羽,流畅狂放的动作设计与凌厉的反转悬疑交融，在血雨腥风的江湖恩怨中拷问生存的道义。,https://movie.douban.com/subject/1302537/,no,0.85,全明星监狱动作片
6894068,宅男电台,2011,程亮 Liang Cheng,汉语普通话 / 日语 / 上海话,中国大陆,7.1,13320,0,0,,两个各自独立的小故事，靠一段电波维系。 深野和Moro，两个再正常不过的上海白领，每天深夜，他们会带上耳机，播放他们喜欢的五六十年代欧美老歌，主持一个令人着迷的深夜电台。 一只孤单 的铜把手，隔开了弄堂里多年独居的一位高龄宅女。她从不出门，做每件事前都要洗手，终日听着宅男电台⋯⋯,经典电影暂无评价,https://movie.douban.com/subject/6894068/,yes,0.8,上海弄堂沪语小品
5382848,鸡排英雄,2011,叶天伦,汉语普通话 / 闽南语,中国台湾,6.8,13036,0,1,E2,汇集台湾各路美食小吃的八八八夜市，每日都洋溢着温情向上的气氛，阿珠牛排、满妹鸡排、国平（赵正平 饰）以及服务台的美香等人照例为南来北往的游客提供美味小吃。长于夜市的阿华（蓝正龙 饰）新近当选为夜市自治会长，自此与小兄弟阿七调解夜市纠纷，维护摊贩利益。女记者林亦南（柯佳嬿 饰）在夜市附近与小七发生冲突，阿华一见林亦南，心中的情愫不自觉间已被唤醒，但林亦南的生活却自此陷入了一连串混乱，领导痛批、男友分,影片聚焦台湾本土夜市文化，在欢声笑语的乡土喜剧中，传达出小市民对抗资本压榨的团结温情。,https://movie.douban.com/subject/5382848/,yes,0.85,闽南语夜市喜剧
