片名,年份,语言,第一语言,筛选原因,导演,类型,制片国家/地区,豆瓣评分,评价人数,剧情简介,Gemini评价,Region,Language_Category,Decade,Is_Dialect,来源URL
南京1937,1995,汉语普通话 / 日语 / 英语 / 德语,汉语普通话,外语为主(外语3/中文1),吴子牛,剧情 / 历史 / 战争,中国大陆,7.5,3839,1937年深秋，为躲避战乱，中国医生成贤（秦汉 饰）携带怀有身孕的日本妻子理惠子（早乙女爱 饰）和孩子从上海逃到南京老家，他没想到南京也差不多快被侵华日军夷为废墟。被告知可以进入欧美列强势力保护的安全区避难时，成贤认为自己与难民身份不同没做理会，投靠了老朋友继续行医。以小学教师刘天琴（刘若英 饰）为代表的同胞的悲剧令他震惊愤怒，但他认为自己首要任务不是反抗暴敌而是尽职做好一名医生。同年冬天12月13日，南京全面沦陷，日军开始在南京疯狂烧杀淫掠，成贤终于意识到日军的残酷麻木，让妻子先行一步去安全区躲避，自己则留下来继续救死扶伤，他不知道的是，安全区早已名存实亡，而要反抗时，他发现已无可能。,影片以宏大而沉痛的史诗笔触还原历史惨剧，在废墟与硝烟中刻画人性的坚韧与生命的尊严。,China,Chinese,1990s,1,https://movie.douban.com/subject/1297607/
妖街皇后,1995,英语 / 汉语普通话 / 粤语,英语,外语为第一语言,杨凡,剧情,新加坡 / 中国香港,7.3,1389,17岁的莲本是马来西亚一个富家女仆，天真无邪。然而无忧无虑的生活很快便被打了个粉碎，莲被送到了紧挨着新加坡的Bugis街上的一家小酒店做工。在这条住满了人妖的街上，莲从各人的生存打拼中开始慢慢懂得了生活的含义。本片透过一个天真无邪的十六岁女孩的眼睛去看这个光怪陆离悲与欢的地方。她未曾见过世面，纯情且天真，为着生活，只好到一间破落的酒店做下人，给她遇上各式各样的人， 其中不乏美男女.....,影片以绚丽夺目的色彩和细腻的悲悯情怀，真实还原了新加坡底层红灯区的边缘群像与爱恨。,Other,Chinese,1990s,1,https://movie.douban.com/subject/1302621/
怒海威龙,1995,菲律宾语 / 汉语普通话 / 塔加路语,菲律宾语,外语为第一语言,元彬 / 徐忠信,动作,中国大陆 / 菲律宾,5.7,248,广东省公安厅女刑警杨向东在深圳缉查香港黑帮时，缴获巨额假人民币。据分析，这些假币来自菲律宾，是用来购买毒品的。杨向东奉命化装成一个到菲律宾投亲的中国女孩，被海关查出携毒关进监狱，得以接近涉嫌贩毒的小祺。向东设法携小祺越狱，并找到小祺的男友黑帮成员张阳，从而打入黑帮内部。在菲律宾警官Santos的帮助配合下，向东和香港卧底警察小李几经考验，终于见到了黑帮真正的老大——菲律宾的高官Reyts，并查清了黑帮印制假人民币的大本营。在执行接货任务中，向东和小李的身份暴露，小李身上的窃听器失灵，危急关头，他们视死如归，与群匪展开一场殊死搏斗……,,China,Chinese,1990s,1,https://movie.douban.com/subject/1300022/
旺角的天空,1995,英语 / 粤语,英语,外语为第一语言,陈木胜 / 郑伟文,犯罪 / 动作 / 剧情,中国香港,6.6,990,帮派分子乐文华（任达华 饰）与大哥陆乘风（于荣光 饰）纵横香港，风头正盛。是日，陆、乐二人于码头接货，不想被警察团团包围。乐文华亮明卧底身份要求陆乘风投降，后者却冲入大海不知死所……一年后，经历了复职、受伤、升职的乐文华已经习惯了警队生活，然而却在一次抓捕中偶遇了陆乘风的情人蓉蓉（钟丽缇 饰），出于对蓉蓉的愧疚和同情，乐文华答应随时陪在她左右，这使得他与女友的关系出现裂痕。而大难不死的陆乘风此时又突然出现，请求乐文华帮自己最后一个忙，以讨回应得安度余生。乐文华一念之差卷入了陆乘风的犯罪计划，在陆乘风的复仇与警方的抓捕中苦苦挣扎……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1300540/
虎猛威龙,1995,英语 / 粤语,英语,外语为第一语言,袁和平,动作,中国香港,5.8,1142,新游轮“白鲸号”豪富云集，正举行除夕联欢会，热闹非凡。女侍应Chrisy于客人中穿梭往来，船上保安由不苟言笑的红狼负责。突然一艘快艇靠近游轮，匪徒迅速登船与早在船上乔装的汤臣里应外合。凭借先进的武器和狠毒的令人心寒的手段，匪徒们很快就取得了全船的控制权，其目的是要夺取船上偷运的生产核弹的坏元素……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/2132732/
霹雳火,1995,粤语 / 英语 / 日语,粤语,外语为主(外语2/中文1),陈嘉上,动作,中国香港,7.0,29192,车房修理工阿火(成龙 饰)脾气火爆，他不仅身手敏捷，而且开车技术一流，只因家中贫穷才一直没有实现当赛车手梦想。这天，警方找到他希望他能帮忙逮捕偷车集团的首脑库克。因为库克开车技术一流，警方多次设路障追截都一无所获。阿火欣然答应。在阿火的帮助下，警方费了九牛二虎之力终于捉到了库克。但是库克在拘留期间，被集团同伙救走了。偷车集团还袭击了阿火的车房，阿火侥幸逃过一劫，两个妹妹却深受重伤。随后库克加入了日本某车队，并约阿火在日本赛道上一决高下。为了报仇，阿火毅然参赛!,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1299502/
太平天国,1996,汉语普通话 / 英语 / 日语,汉语普通话,外语为主(外语2/中文1),Nien-Jen Wu,喜剧,中国台湾,8.2,660,在一个台湾小村庄，美国军队将举行军事演习。虽然这会对农田造成破坏，但政府答应给予一定的赔偿，村民需要钱所以最终接受了。林文是村里的教师，他的弟弟因日本人的工厂里的操作事故而失去了两个手指，他们把手指浸腌在罐子里。林文和弟弟希望美国军队里的外科医生能接上这两根手指，但未达到目的。与此同时，村民大肆偷盗军用物品，妻子也怪林文无能，没去偷东西。一气之下，林文和弟弟偷来两个大家伙，揭开一看才知道是两具棺材。林文的弟弟失望之余掩埋了自己的两根手指。美国人也走了，但留下了一堆垃圾。小村庄真的会恢复以往的朴素吗？,,China,Chinese,1990s,1,https://movie.douban.com/subject/1448824/
红樱桃,1996,俄语 / 德语 / 汉语普通话,俄语,外语为第一语言,叶大鹰,剧情 / 战争,中国大陆,7.5,31441,1940年的冬天，中国孤儿楚楚（郭柯宇）和罗小蛮（徐啸力）被送入莫斯科近郊的伊万诺夫国际儿童院学习。课堂上，当楚楚讲述自己亲眼目睹父亲惨遭法西斯刽子手杀害的情景时，老师和同学都震惊不已，随后，她和罗小蛮过上一段相对平静的日子，两人后来因夏令营分头去了不同城市。德军入侵莫斯科令楚楚又一次亲眼目睹死亡，而她自己也被德军抓住，落入一个有在女性人体上纹身作画癖好的德国将军之手，噩梦自此不断，罗小蛮则在后方当上了递送阵亡通知的“黑色信使”。,影片以极其残酷、血腥的纪实笔触，展现了二战时期中国孤儿在欧洲的悲惨遭遇，震撼人心。,China,Chinese,1990s,1,https://movie.douban.com/subject/1305034/
警察故事4：简单任务,1996,英语 / 粤语 / 汉语普通话 / 俄语 / 乌克兰语,英语,外语为第一语言,唐季礼,喜剧 / 动作 / 犯罪,中国香港,7.5,35261,这次，国际警察陈家驹（成龙 饰）受到美国中央情报局的委托，调查一个国际核子武器的贩卖集团。上司与家驹开始都以为是天荒夜谈，他们根本不相信有什么组织能从黑市里搞来核子武器，认为调查的只是一群乌合之众。然而，当家驹跟踪疑犯徐杰进行交易，进而意外发现了乌克兰的核弹基地，他才意 识到事态严重。交易的双方发现了家驹，他逃走时失足掉入了冰湖，幸得俄军相救才侥幸活命。家驹恢复后俄军上校格里格派往澳洲追查徐杰的妹妹安妮（吴辰君 饰）。但家驹刚抵达澳洲，就遭到了当地黑帮的追杀，家驹隐隐感到事件背后不简单。,《警察故事4：简单任务》将震撼宏大的视觉特效与深刻独到的科幻哲思完美融合，以极具张力的叙事结构，呈献出无与伦比的视听盛宴。,China,Chinese,1990s,1,https://movie.douban.com/subject/1296947/
飞虎,1996,粤语 / 英语 / 泰语,粤语,外语为主(外语2/中文1),陈嘉上,动作,中国香港,6.6,1754,米妮（梁咏琪 饰）是海关督察，近日里，她获得消息，得知大量毒品即将抵达香港，于是决心调查此案，然而却遭到了毒贩“冰后”强大的火力抵抗，败下阵来。飞虎队队长王东（王敏德 饰）带领队员们进驻海关，王东更是坦言海关方面根本不是毒贩的对手，这让米妮感到十分愤怒。米妮卯足了劲想要攻破此案，然而对手阴险狡诈冷酷无情，米妮带领的队伍屡屡遭受重创，米妮的莽撞举动令上司大为不满，然而将这一切都看在眼里的王东却对她的胆识和毅力十分敬佩，在飞虎队的帮助下，众人攻破了毒贩藏身的仓库，却遭到了另一波神秘人马的伏击，一向所向披靡的飞虎队受到了灭顶的打击。,影片以高度写实的纪实风格和利落的动作编排，展现了飞虎队的反恐日常，节奏紧凑硬朗。,China,Chinese,1990s,1,https://movie.douban.com/subject/1294159/
一个好人,1997,英语 / 汉语普通话 / 粤语,英语,外语为第一语言,洪金宝,动作 / 喜剧 / 犯罪,中国香港,7.2,30645,澳大利亚墨尔本，华裔厨师积奇（成龙 饰）是当地小有名气的人物，定期在电视上主持烹饪节目。毒枭金·卡洛（Richard Norton 饰）集团颇有势力，金·卡洛本人残暴冷酷，清除了敌对帮派的卧底之后率众和对方在仓库大打出手，而枪战全过程被记者戴安娜（Gabrielle Fitzpatrick 饰）用摄影机记录。在躲避贩毒集团追逐的路上，戴安娜巧遇积奇，后者仗义出手为她引开歹徒，孰料两人分手时戴安娜错将积奇的节目录像带当做证据带走。戴安娜的住处很快被贩毒集团找到，遍搜不获的歹徒们开始将目标转向积奇。积奇女友美琪（李婷宜 饰）远道来访，特意参加了积奇的节目录制，贩毒集团在录制现场围捕积奇，经过一番街头苦战，积奇终于脱险。黄雀在后的金·卡洛敌对帮派带走了美琪，要挟积奇用录像带换人，一时间，围绕着录像带，积奇、警方、以及两个犯罪集团陷入了混乱的争夺战。,影片以成龙标志性的杂耍般动作喜剧设计和火爆的爆破场面，在澳洲街头奉献了一场纯粹动作狂欢。,China,Chinese,1990s,1,https://movie.douban.com/subject/1295547/
五行战士,1997,英语 / 粤语,英语,外语为第一语言,于仁泰,动作 / 奇幻 / 冒险,美国 / 中国大陆,6.6,262,,,North_America,Chinese,1990s,1,https://movie.douban.com/subject/1300559/
侯孝贤画像,1997,法语 / 汉语普通话,法语,外语为第一语言,奥利维耶·阿萨亚斯,纪录片,法国 / 中国台湾,8.5,2190,阿萨亚斯八十年代曾到达台湾，在那里结识了杨德昌、侯孝贤等“刚出学校校门”的新导演。那一时期也正是大陆陈凯歌、张艺谋等年轻导演登上影坛之际。同是一代青年艺术家，心灵有许多共通之处。阿萨亚斯曾经拍过一部纪录片《侯孝贤画像》，用来向侯孝贤致敬。他看过侯孝贤的所有电影，但 这部纪录片他只用了5天拍摄，却花了两个月剪辑。在片中他跟随侯孝贤导演回乡的脚步，纪录了这位当代华人电影大师的心路历程。,经典电影暂无评价,Europe,Chinese,1990s,1,https://movie.douban.com/subject/1419557/
98古惑仔之龙争虎斗,1998,粤语 / 英语 / 马来语,粤语,外语为主(外语2/中文1),刘伟强,动作,中国香港,7.3,54471,1998年，香港回归后发生了天翻地覆的变化。而此时的铜锣湾亦发生了天翻地覆的变化，这个洪兴设陈浩南（郑伊健 饰）揸Fit的地盘来了两个新人物，一个是东升社的司徒浩南（郑浩南 饰），一个是湾仔区的新任高级督察李Sir( 李修贤 饰) 。 司徒浩南野心勃勃，一直意欲取代陈浩南在铜锣湾的位置，将其赶出铜锣湾。马来西亚一拿督（秦沛 饰）要搞赌船，主动找到陈浩南要求合作，其实暗中勾结司徒浩南，整蛊陈浩南。另一方面，李Sir在追查陈浩南的过程中，生出了少许英雄识英雄的感情。 一山不能容二虎，两个浩南最终的决斗开始了！,古惑仔系列的宿命收官之作，在铜锣湾的话事人之争中探讨江湖转型，将英雄迟暮与兄弟情义融入现代秩序。,China,Chinese,1990s,1,https://movie.douban.com/subject/1308290/
B计划,1998,粤语 / 英语 / 日语,粤语,外语为主(外语2/中文1),罗礼贤,动作,中国香港,6.4,1699,日本第一通缉犯、恐怖组织“圣众之道”头脑吉永英明在香港被扣留，香港督察Ken（张智霖 饰）与女友Anita（舒淇 饰）在回家路程中偶遇吉永英明手下盗取化学品后遗弃的卡车在路面失控，Ken因此而卷入这次国际犯罪事件。为了引渡吉永，曾经在吉永手下吃过大亏的鹰见探员（泽田谦也 饰）一行通过领事馆试图与香港警方沟通，然而吉永的手下同时抵港，为了搭救吉永，恐怖分子用沙林毒气来威胁香港警方，为了保证香港作为金融中心的声誉，程督察（李绮红 饰）等警员尝试低调平息此事，并通缉擅自追踪圣众之道的Ken与鹰见。为了惩治罪犯，Ken二人却决定不惜一切代价……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1304302/
不夜城,1998,日语 / 普通话,日语,外语为第一语言,李志毅,剧情 / 爱情,中国香港 / 日本,8.2,23881,刘健一（金城武饰）是新宿歌舞伎町的混混，身为台湾与日本人的残留孤儿，混血的他被叫作半唐番，不为社会所容纳。歌舞伎町有着上海帮、福建帮、北京帮、台湾帮等，各方力量形成复杂的角力形势。年关将至，似乎是因为健一的前度拍档吴富春（椎名桔平饰）返回歌舞伎町，他因杀死元成贵（曾志伟饰）的手下而逃亡，元成贵遂限令健一在三日内交出富春，否则二人便只有死路一条。此时左藤夏美（山本未来饰）出现，她称与有过节，为了活命甘愿出卖一切，健一被她吸引。富春终于现身，偷袭元成贵的情妇黄秀红的夜总会“上海滩”，令健一陷入绝境。所有人都劝他离开歌舞伎町，但真相并不是那么简单，命运并没有眷顾二人……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1307679/
我是谁,1998,英语 / 粤语 / 荷兰语,英语,外语为第一语言,陈木胜 / 成龙,喜剧 / 动作 / 科幻,中国香港,7.7,130264,三名科学家在非洲大陆发现了一种神秘的矿石，这种矿石具有极强的杀伤力。就在这三名科学家携带矿石返回的途中，美国中央情报局派出了由11名来自不同国家的特种兵组成的特别行动小队将科学家和他们成果劫持了。情报局内部出现了内鬼，想把这一成果据为己有。于是，他命令负责接应的飞行员制造了一次空难，以此来杀人灭口和掩饰其已夺取了成果。特别行动小队几乎全军覆灭，只有队员杰克（成龙 饰）侥幸逃生。当杰克被当地的土著救活时，他因剧烈的碰撞而丧失了所有记忆，自己的名字、来历通通都一无所知。他逢人只会问“我是谁”。为了查明自己的身世，杰克回到了纽约……,成龙以极其硬核的特技动作与横跨全球的公路冒险，延续了经典动作喜剧美学，高空速降镜头令人叹为观止。,China,Chinese,1990s,1,https://movie.douban.com/subject/1300303/
新恋爱世纪,1998,粤语 / 英语 / 日语,粤语,外语为主(外语2/中文1),王晶 / 叶伟民,爱情,中国香港,6.5,1984,气质不俗的美穗（刘嘉玲）虽只是一名普通的化妆品销售员，却有满怀抱负，当生活中遭遇不顺心的事时，一想起一表人才将来定会出人头地的男友比尔（黎明）就会重拾信心。但比尔空有经济头脑始终寻不到机遇，辛苦多年仍是普通小职员一名，终令美穗彻底失望离他而去。数年后，比尔功成名就，也有了名叫雪儿（舒淇）的影星女友寄放感情。比尔和美穗又在东京相遇时，比尔发现自己仍深深爱着美穗，但此时美穗即将与江湖老大“和平哥”结婚。为了不让遗憾再次发生，比尔放下雪儿开始与“和平哥”展开爱情竞争，却也没能将美穗挽留。比尔伤心之际，发现真爱（ANN LEE）其实一直在身边。,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1468903/
玻璃之城,1998,英语 / 汉语普通话 / 粤语,英语,外语为第一语言,张婉婷,剧情 / 爱情,中国香港,7.9,63918,在1997年的除夕夜，英国伦敦的人们都在准备迎接新年的到来，为新年的到来欢呼庆祝。此时一辆汽车失事撞毁了，港生（黎明 饰）和韵文（舒淇 饰）是车上的一对中年男女，他们在人们的欢呼声中逝去。经调查发现，原来他们是一对偷情的爱侣，由于各自都有家室，家中亲人大怒，只派了他们各 人的儿子及女儿处理后事。刚开始这两个年轻人都认为对方的父母破坏了自己的家庭幸福，各有怨恨。当他们翻查警方交给他们有关父母的资料的时候，才从照片、书信、日记等东西中，看到了他们父母当年美好的爱情故事……,影片用唯美深情的声画配合，将爱恨纠葛与时代变迁完美交织，展现了如玻璃般脆弱而又璀璨的浪漫。,China,Chinese,1990s,1,https://movie.douban.com/subject/1303590/
红色恋人,1998,英语 / 汉语普通话,英语,外语为第一语言,叶大鹰,剧情 / 爱情 / 战争,中国大陆,7.2,13521,佩恩（泰德·巴勃考克 Todd Babcock 饰）是生活在上海租界里的一名美国医生，一次偶尔的机会，他认识了国民党特务皓明（陶泽如 饰）。皓明年轻时受十月革命的感召也曾有过伟大的红色理想，但白色恐怖的残酷却让他改变初衷，拿起了屠杀共产党的屠刀。皓明的妻子自杀前把女儿秋秋送进了教会学校，秋秋（梅婷 饰）长大后在共产党人靳（张国荣 饰）的影响下加入共产党并且与靳假扮夫妻隐匿在上海为身患重病的靳治病。秋秋出现在佩恩面前时，佩恩对这个美丽的中国女人一见钟情。然而当他得知秋秋和靳的故事之后，在决定不顾一切的帮助他们的同时，还见证了那段浪漫又凄美的红色之恋。,影片以宏大的史诗视角和细腻的角色刻画，重现了那段烽火连天的战争岁月与人性的光辉。,China,Chinese,1990s,1,https://movie.douban.com/subject/1298207/
顾城别恋,1998,英语 / 汉语普通话 / 德语 / 粤语,英语,外语为第一语言,陈丽英,传记 / 剧情 / 爱情,中国香港,5.5,1705,风景如画的新西兰威克岛，像孩子一样天真又像孩子一样疯狂的诗人古城（冯德伦 饰），在山顶以特有的韵律吟诵着生命的诗歌，他在学校的铁栏外急切地呼唤着儿子的名字，却在冷酷的法律面前败退下来。古城生长在被狂热运动席卷的新中国，作为坏分子被批斗的父母给他留下难以磨灭的印象。他在激昂的红色革命歌曲声中结识了超凡脱俗的雷米（李绮红 饰），在平凡的四合院中邂逅了天使一般的清儿（森野文子 饰）。诗歌连缀起三个青年男女的生命，任性的孩子在命运中最重要的两名女子的陪伴下纵情玩耍。只可惜他们没有在那座小岛构筑梦中的天国花园，一切相遇都只是悲剧的开始……,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1400123/
三条人,1999,英语 / 日语 / 粤语,英语,外语为第一语言,杜可风,,美国 / 日本 / 中国香港 / 新加坡,7.3,789,浅野在冲绳。他有著异于常人的忆，对他来说，每个字有生命、有触觉、有味觉和颜色，他决定带著这些负载过重的回忆逃向大海。恍惚间，漂浮到一座「闻起来不坏」的城市－－香港。 凯文在香港有一家酒吧，他用go-to-hell的心情迎接每一天，虽然，总随中原标准时间一般准时喝醉，虽然，永远都不记得发生过什么事。他的生活格言就是「记不得的事永远要比记得的多」无论如何，他还是个理楼情人，忠实好友，有著热情好客的性格。最后，再加上一个充满异想的魅幻女子，舒西。 一日，在记得与不记得之间，他们相遇了.....,经典电影暂无评价,North_America,Chinese,1990s,1,https://movie.douban.com/subject/1301950/
化骨龙与千年虫,1999,英语 / 粤语,英语,外语为第一语言,张敏,喜剧 / 犯罪,中国香港,6.0,2733,小混混“化骨龙”（张家辉 饰）与母亲（罗兰 饰）相依为命，因一次撞车，化骨龙被老差骨“千年虫”（李修贤 饰）扣下，所幸龙母的装傻技巧助其脱身。四处欠下高利贷的化骨龙母子二人为了躲债不得不时常做戏躲避追债，这日龙母赌马命中，收利的化骨龙却遇上债主被仇家所杀，无意中发现了债主藏钱所在的化骨龙侥幸逃出，又被千年虫作为该命案的重要征人予以全天候的“保护”，只见过凶手屁股的化骨龙思忖脱身后盗走凶案现场的藏金，无奈千年虫的女儿清纯可人，他终不忍离去。另一方面，凶手按照千年虫公布的信息，找到了化骨龙母子，引发龙、虫二人携手对抗凶徒。,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1434049/
我的1919,1999,英语 / 法语 / 汉语普通话,英语,外语为第一语言,黄健中,剧情 / 传记 / 历史,中国大陆,8.5,35712,1919年，随着第一次世界大战结束，被战火蹂躏的欧洲尚未恢复元气，旨在解决战争遗留问题和奠定和平基础的巴黎和会准备召开，中国作为战胜国之一，派出了时任驻美公使、全权代表顾维钧（陈道明 饰）等五人组成的代表团参加和会。然而在欧美各国以及日本等列强意欲重新划分势力范围的大环境下，中国代表团人数遭到削减、德国在山东的利益眼看也要落入日本之手。顾维钧在会议上慷慨陈词，驳斥日方无理要求，然而公理在利益面前显得多么脆弱。顾维钧好友肖克俭（何政军 饰）之妻梅（许晴 饰）专程赶赴巴黎，寻找投身爱国工人运动的克俭。克俭在法国的活动、以及国内浩大的群众呼声令和会中的顾维钧等感受到责任重大。,《我的1919》以细腻写实的镜头笔触与深邃饱满的情感表达，生动展现了日常琐碎背后的生活真谛。,China,Chinese,1990s,1,https://movie.douban.com/subject/1316511/
无问题,1999,日语 / 粤语 / 英语,日语,外语为第一语言,张坚庭 (Alfred Cheung),喜剧 / 爱情,日本 / 中国香港,5.3,184,大二郎(冈村隆史饰)是个个子矮小丶不起眼的男人，某天被身为功夫迷的漂亮女朋友玲子(佐藤康惠饰)留书分手并前往香港工作。伤心欲绝的大二郎下定决心，要到香港找回玲子。到了香港，透过朋友健一的介绍到摄影棚工作，建一并且告诉完全不会说广东话的大二郎：『不管人家对你说什麽，你只要回答【MO MEN TAI】准没错。』但是粗心的健一却忘记告诉他这句话是『没问题』的意思。心中充满期待的大二郎，努力地工作着，并被委托作替身，即使接受洪金宝使尽全力的回旋一踢，如子弹般横飞出去，痛得快要无法呼吸的大二郎，口中只说出三个字：『MO MEN TAI』…。无论如何被踢被打，大二郎也只说：『MO MAN TAI』，也因此片厂的人都对他另眼相看，逐渐地变成了有名的替身。在一次机会中遇到了玲子却受到如陌生人般的冷眼相待。有一天，大二郎遇到一个同为寻找爱人的大陆偷渡少女流青(宋欣妮饰)，男性的纯情性格让大二郎觉得非帮助她不可，於是约定帮她找到男友明，在没有玲子的情况下，大二郎与流青两人渐渐习惯彼此的存在，等到终於找到明在香港居住的地方时，两个人兴奋的拥抱在一起，就在这相拥的瞬间，两人也意识到可能再也无法在这样相处，虽然高兴，心情却跟着变得复杂起来。在流青即将离开前，大二郎拜托流青将他对玲子的思念，转达给玲子知道，可是玲子始终无动於衷，将流青送到明的住处後，大二郎流下男人的纯情泪。可是事情并不是就此为止，大二郎收到一封信，流青的男友明要求大二郎付十万元的分手费，否则流青将遭遇不测。原来明是个流氓，流青落入恶人之手，为了她的安危，这笔钱是非付不可了，大二郎决心接受谁都无法预知的危险替身，一次把十万元赚到。可是这一次大二郎真的会『MO MEN TAI / 没问题』地笑着完成任务吗？,,East_Asia,Chinese,1990s,1,https://movie.douban.com/subject/1302289/
疯狂英语,1999,英语 / 汉语普通话,英语,外语为第一语言,张元,纪录片,中国大陆,6.6,854,,经典电影暂无评价,China,Chinese,1990s,1,https://movie.douban.com/subject/1308344/
红河谷,1999,英语 / 汉语普通话,英语,外语为第一语言,冯小宁,剧情 / 历史 / 爱情,中国大陆,7.8,52501,一个男子（邵兵饰）救下了被乡民准备供奉给雨神的女子（应真饰），两个人一起流落到了一个藏族部落，开始了他们新的生活。在这里，他们认识了美丽的藏族公主（宁静饰）。后来，英国探险队在雪山遇险，琼斯（尼克饰）和罗克曼（波尔饰）也被藏民救下，留在西藏修养。在这段时间的相处中， 他们跨越了民族和肤色，培养除了深厚的感情。不久，伤养好后，英国人也离开了。没想到再一次重逢居然这么快，而且，是以这么一种残酷的方式。为了各自的信仰和立场，曾经的朋友站在了对立的两边，只有巍巍的雪山默默的见证着这一切。,冯小宁执导的国产历史悲歌，以藏地壮丽的风光与藏民反抗侵略的英勇，谱写了一曲可歌可泣的人道主义赞歌。,China,Chinese,1990s,1,https://movie.douban.com/subject/1305182/
上海正午,2000,英语 / 汉语普通话 / 西班牙语,英语,外语为第一语言,汤姆·戴伊,动作 / 冒险 / 喜剧,美国 / 中国香港,6.4,27706,故事发生在清朝，蓓蓓公主（刘玉玲 饰）由皇帝主婚，必须嫁给皇族亲王，公主心里十万分的不愿意。这时，不怀好意的英文教师安德鲁看出了公主心意，怂恿她出逃美国。公主出逃后，安德鲁留下了一封勒索信给皇帝，所要赎金十万金条。这下皇帝慌了神，马上派出三名大内高手带上赎金前往美国营救公主。大内侍卫黄强（成龙 饰）在公主出逃时曾见过她，不过并没能拦下她，对公主一直不能忘怀。于是，他请求当翻译的叔叔为他说请，让他参与营救行动。侍卫队长批准了他的请求，一行人正式踏上了美国。,经典电影暂无评价,North_America,Chinese,2000s,1,https://movie.douban.com/subject/1297866/
东京攻略,2000,粤语 / 日语 / 英语,粤语,外语为主(外语2/中文1),马楚成,动作 / 喜剧 / 剧情,中国香港,6.4,63180,Maise（陈慧琳 饰）与男友高桥裕二（仲村亨 饰）相恋多时，高桥却在结婚当天突然失踪了。Maise决定前往东京寻找高桥，同时装修师父毕大勇（郑伊健 饰）为了追逃Maise欠下的装修费用，便决定跟着她前往东京。互相不信任的二人到了高桥在东京的家，遇到了一直跟踪高桥的私家侦探林贵仁（梁朝伟 饰），原来高桥与黑帮伊藤（阿部宽 饰）的妻子有奸情，于是失踪了。三人最后联手起来，决定一定要找到失踪的高桥，与黑帮抗争。随着追踪的层层深入，Maise也知道了高桥、毕大勇还有林贵仁的真实身份。,影片融合了东京的都市风情与轻松的特工打斗，梁朝伟的雅痞气质给港式动作喜剧增添了独特魅力。,China,Chinese,2000s,1,https://movie.douban.com/subject/1307043/
公元2000 AD,2000,英语 / 粤语 / 汉语普通话,英语,外语为第一语言,陈嘉上,动作 / 惊悚,中国香港 / 新加坡,5.4,3078,皮特（郭富城 饰）自幼失去了父母，和哥哥格瑞高（黄文永 饰）过着相依为命的生活。皮特一直生活在哥哥无微不至的照顾之下，从来不用为生计苦恼。格瑞高的真实身份，是专攻网络的黑客特工，让皮特没有想到的是，哥哥竟然因为参与了攻击国防安全系统，出卖情报而惹来了杀生之祸。皮特失去了哥哥的庇护，坚信哥哥的清白，亦知道相信哥哥的只有自己。他联手好友班尼（吴彦祖 饰）和珍妮特，来到了新加坡，开始着手调查事件的真相。随着时间的推移，调查的深入，一个关系到国防安危的阴谋渐渐浮出了水面。皮特和警方合作，决心找出幕后黑手，替哥哥报仇。,经典电影暂无评价,China,Chinese,2000s,1,https://movie.douban.com/subject/1307875/
有时跳舞,2000,英语 / 汉语普通话 / 日语 / 粤语,英语,外语为第一语言,关锦鹏,剧情,日本 / 中国香港 / 中国大陆,6.7,904,五个不同城市不同身份的人各怀目的抵达一个叫浮游州的小岛。Haruki（大泽隆夫）原是日本某杂志的撰稿人，因患上肺病，来到小岛休养生息。Sharon（李嘉欣）是美国银行界的女强人，偕好友Marianne（桃井熏）到小岛只为游玩，偶尔那段不愿回忆的童年生活会蹦到其眼前。美玲（舒琪）是谎话精，为跟新男友约会来的小岛。阿汉（张智霖）则是刚拍完一套情欲片的新偶像，来小岛是想在没完没了的档期夹缝里喘一口气。小岛正蔓延一种叫“Stone”的致命病毒的消息被政府宣布后，这五个陌生人的命运被连在了一起，面对可能马上就会到来的死亡，五人做出了表面看来不同的反应。然而无论是将生命纵放，还是恐惧不安或泰然处之，均缘自特殊时空里猛然发现自己生命的空洞无物。,经典电影暂无评价,East_Asia,Chinese,2000s,1,https://movie.douban.com/subject/1308239/
