movie_id,片名,年份,Region,语言,处置,原因,审计日期,依据,状态,处理日期,来源
11599151,大尾鲈鳗,2013,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 猪哥亮闽南语喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10864713,明天记得爱上我,2013,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.6): 台北家庭片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10864754,天津闲人,2012,,汉语普通话 / 天津话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 天津话民国市井片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26275692,角头,2015,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 闽南语市场黑帮片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
6890737,光辉岁月,2013,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 清末动作片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
27069377,淡蓝琥珀,2018,,汉语普通话 / 重庆方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 重庆方言女性文艺片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25775642,嘿！小面,2013,,汉语普通话 / 重庆话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 重庆话美食纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3266406,筑梦2008,2008,,普通话 / 上海话 / 英语 / 法语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 奥运纪录片多语采访,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
21264285,爱别离,2013,,汉语普通话 / 藏语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.75): 藏语仅单段点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26732377,川流之岛,2016,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 闽南语收费员爱情片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1871738,黑眼圈,2007,,汉语普通话 / 马来语 / 孟加拉语 / 台语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 蔡明亮吉隆坡片台语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4116937,西藏往事,2011,,汉语普通话 / 英语 / 藏语,tier2b补回,BENCHMARK 判定 yes(conf=0.9): 藏语部落跨国爱情标杆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1868857,大桥下面,1984,,汉语普通话 / 上海话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.75): 沪语市民生活片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30200085,如果早知道男生也会被性侵,2013,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 闽南语教育宣导片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26429879,我不做大哥好多年,2017,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 猪哥亮闽南语喜剧续集,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26780534,52赫兹，我爱你,2017,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 魏德圣闽南语歌舞片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3032434,一世好命,1991,,普通话/国语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.7): 港式鬼马喜剧默认排除,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
21340768,急诊,2013,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 广州急诊粤语纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1301098,黑暗之光,1999,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 张作骥基隆闽南语片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
20280082,人间蒸发,2013,,汉语普通话 / 粤语 / 日语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 合拍惊悚片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1304291,三个夏天,1993,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 离岛闽南语成长片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4920572,茱丽叶,2010,,汉语普通话 / 闽南话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 三段式闽南语文艺片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26665828,呼吸正常,2016,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 广州即兴粤语城市片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
20443799,诡婴吉咪,2013,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 合拍恐怖片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1485319,赖小子,2006,,汉语普通话 / 晋语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 晋语煤矿小镇青春片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
6013868,午夜凶梦,2011,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 惊悚片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1306970,上海假期,1991,,汉语普通话 / 英语 / 上海话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 许鞍华弄堂沪语片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4833562,碧罗雪山,2010,,汉语普通话 / 傈僳语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 傈僳语少数民族片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1316559,美丽在唱歌,1997,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 林正盛闽南语青春片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
2256043,千钧。一发,2008,,汉语普通话 / 东北话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 齐齐哈尔东北话排爆片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1903720,五女拜寿,1984,,汉语普通话 / 吴越方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 越剧电影吴语唱白,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26306897,李文漫游东湖,2015,,汉语普通话 / 武汉方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.9): 武汉方言伪纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26005517,别有动机,2015,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 绑架悬疑片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30337147,那年1987,2018,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 广州改革年代粤语片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30291548,捍战,2018,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.7): 台北动作片普通话主导,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
34940544,追龙番外篇之十亿探长,2020,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.7): 网络电影保守排除,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30255216,您一定不要错过,2018,,汉语普通话 / 蒙语 / 日语 / 俄语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 蒙古族影像文献片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26433965,告别,2015,,汉语普通话 / 蒙古语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 蒙古语家庭临终片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1464171,孔繁森,1996,,汉语普通话 / 藏语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 援藏主旋律藏语穿插,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26271105,同流合乌,2016,,汉语普通话 / 粤语 / 日语 / 英语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 云翔粤语文艺片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
6224731,带一片风景走,2011,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 澎恰恰闽南语公路片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26718797,上海王2,2020,,汉语普通话 / 英语 / 上海话 / 日语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.55): 上海滩续集沪语占比不明,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4233892,老虎都要嫁,2010,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 广州粤语都市喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
24869508,斗争,2012,,汉语普通话 / 维吾尔语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 文牧野维语信仰短片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25870074,第七谎言,2015,,汉语普通话 / 粤语 / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 港式悬疑片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1459399,鲁迅,2005,,普通话 / 上海话 / 日语 / 英语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 上海晚年沪语穿插,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
7163193,龙门飞甲纪录片,2011,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 片场纪录片粤语,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25704408,花咒,2014,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 民国惊悚片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1308729,我的美丽与哀愁,1995,,汉语普通话 / 台语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 陈国富台语奇幻片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
5997849,暑假作业,2013,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 张作骥乡间闽南语片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3732860,多大事啊,2009,,汉语普通话 / 南京话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 南京话市井喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30214059,红毛皇帝,2018,,汉语普通话 / 河南话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 河南话尬舞直播纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4718232,无蝉的夏天,2010,,汉语普通话 / 四川话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 四川话温情小品,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3003092,冈拉梅朵,2008,,汉语普通话 / 藏语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 拉萨藏语爱情片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1770510,蛇杀手,1974,,汉语普通话 / 英语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.7): 邵氏邪典默认排除,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10563119,恋爱三万英尺,2012,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 空校喜剧粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
27621448,范保德,2018,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 萧雅全闽南语父子片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1763100,深海,2005,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 郑文堂闽南语女性片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
6902345,潘多拉的宝剑,2012,,汉语普通话 / 河南方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 河南方言土豪喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25896040,搏击迷城,2015,,汉语普通话 / 日语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.85): 摔跤片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1308553,桂花巷,1987,,汉语普通话 / 台语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 陈坤厚台语女性史诗,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
27177463,那个我最亲爱的陌生人,2019,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 张作骥闽南语家庭片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
2338323,请将我遗忘,2007,,汉语普通话 / 四川话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 成都四川话情感片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1305146,一只鸟仔哮啾啾,1997,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 闽南语乌脚病乡土经典,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
6386979,有一种静叫庄严,2011,,汉语普通话 / 湖南方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 湖南方言伪纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10478122,平壤之约,2012,,汉语普通话 / 朝鲜语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 中朝合拍朝鲜语,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30378028,世外桃源,2018,,汉语普通话 / 四川方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 四川方言乌托邦纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1301914,真心话,1999,,普通话 / 英语 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 港新合拍粤语爱情片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
5268638,追踪章鱼保罗,2010,,汉语普通话 / 英语 / 德语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 世界杯恶搞片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26418005,我的“狐朋狗友”,2016,,汉语普通话 / 河南话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 霍猛河南话兄弟喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26769474,香港大营救,2018,,汉语普通话 / 粤语 / 日语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 港式主旋律粤语,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30491798,回南天,2020,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 深圳城中村粤语文艺片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3094278,驱魔童,1988,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.7): 台产国语童话动作片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
4841184,古宝奇缘,2011,,汉语普通话 / 方言,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 方言标签盗墓农村喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3113423,我最后的秘密,2007,,汉语普通话 / 吴语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 苏州吴语老人纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
24530675,小胖妞4,2013,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.8): 动画粤语配音点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25982512,死亡之谜,2015,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 悬疑片粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
11600922,暴躁天使,2013,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 广州粤语小成本片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
25875053,基隆,2015,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 基隆港闽南语边缘人片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
27622779,人怕出名猪怕壮,2018,,汉语普通话 / 四川方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 四川方言草根喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30140092,小美,2018,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 粤语访谈体文艺片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
33459904,岐路父子,2019,,汉语普通话 / 西南官话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 西南官话公路短片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1999745,少林僵尸,2004,,汉语普通话 / 粤语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.8): 港式僵尸片默认排除,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1306075,娃娃,1991,,汉语普通话 / 闽南语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 柯一正闽南语儿童片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
33447759,奔跑的少年,2019,,汉语普通话 / 维吾尔语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 新疆维吾尔语足球追梦片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26676478,我们这样拍电影,2015,,汉语普通话 / 台语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.55): 台影纪录片台语访谈,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1457410,黑狗来了,2003,,汉语普通话 / 台语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 蔡振南台语黑色喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26289140,灿烂这一刻,2017,,汉语普通话 / 粤语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 陈果广东粤语歌舞片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
27104373,神偷大师,2017,,汉语普通话 / 四川方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.7): 四川方言网络喜剧,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3056430,马戏学校,2007,,汉语普通话 / 上海话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 沪语马戏学校纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
3632550,现实是过去的未来,2008,,普通话/国语 / 粤语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 城市拼贴纪录粤语,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30243293,初三四班,2018,,汉语普通话 / 四川话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 北川四川话震后纪录片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
30242177,饿死诗人,2018,,汉语普通话 / 南京话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.8): 南京话独立诗人片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
34925392,拨浪鼓咚咚响,2020,,汉语普通话 / 陕北方言,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 陕北方言寻父公路片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
10833882,危城之恋,2012,,汉语普通话 / 天津话,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 天津话民国爱情片,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1298362,益西卓玛,2000,,汉语普通话 / 藏语,tier2b补回,LLM_JUDGE 判定 yes(conf=0.85): 谢飞藏语半世纪史诗,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
26903988,越囧,2016,,汉语普通话 / 粤语 / 越南语 Vietnamese / 英语,tier2b默认排除,LLM_JUDGE 判定 no(conf=0.9): 越南公路喜剧粤语点缀,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
1915311,缘起,2002,,汉语普通话 / 粤语,tier2b默认排除,LLM_JUDGE 判定 uncertain(conf=0.5): 英雄幕后纪录片粤语,2026-08-15,v4.1 Tier2b 证据漏斗（score_tier2b.py + llm_judge_tier2b.py）,,,scripts/llm_judge_tier2b.py
