movie_id,片名,年份,语言,evidence,confidence,human_review_required,reason
4830901,胶带,2010,汉语普通话 / 山东方言,LLM_JUDGE,0.7,0,李凝山东方言行为纪录
5977833,大太阳,2011,汉语普通话 / 四川方言,LLM_JUDGE,0.7,0,四川方言震后重建片
33713078,浊风浪游,2019,汉语普通话 / 武汉话,LLM_JUDGE,0.8,0,张新阳武汉话诗人片
1307707,一生一台戏,1998,汉语普通话 / 闽南语,LLM_JUDGE,0.85,0,方育平歌仔戏闽南语片
34970312,枝栖,2020,汉语普通话 / 重庆话,LLM_JUDGE,0.75,0,重庆话老年买墓片
30234465,寻鳞,2018,汉语普通话 / 粤语,LLM_JUDGE,0.7,0,粤语野保纪录片
26795054,乘客,2019,汉语普通话 / 重庆话,LLM_JUDGE,0.75,0,重庆话出租车文艺片
30272101,我私人的赫尔佐格,2018,汉语普通话 / 粤语,LLM_JUDGE,0.7,0,郭泽权粤语行走纪录片
4323370,寻欢作乐,2010,普通话/国语 / 粤语,LLM_JUDGE,0.7,0,赵大勇广州粤语独立片
3732806,羊肉泡馍麻辣烫,2009,普通话/国语 / 四川话,LLM_JUDGE,0.7,0,川陕方言多线喜剧
20645076,迷失,2013,汉语普通话 / 武汉话,LLM_JUDGE,0.7,0,武汉话地铁学生短片
3773973,移动之外,2007,普通话/国语 / 粤语，台语，四川话,LLM_JUDGE,0.75,0,四城出租车方言纪录片
6905209,归去来,2011,汉语普通话 / 汉语普通话 汉语方言,LLM_JUDGE,0.7,0,终南山村陕西方言片
34968943,幸福选择题五部曲 - 孤鸟还乡,2020,汉语普通话 / 闽南语 / 日语,LLM_JUDGE,0.75,0,闽南语秀场纪录片
34452977,船,2019,汉语普通话 / 粤语,LLM_JUDGE,0.7,0,海滨家庭粤语文艺片
1298203,国道封闭,1997,汉语普通话 / Min Nan,LLM_JUDGE,0.8,0,何平闽南语公路片
6900614,风铃,2011,汉语普通话 / 四川话,LLM_JUDGE,0.7,0,四川话震后生活片
25851736,陈仓已冬,2011,汉语普通话 / 地方方言,LLM_JUDGE,0.7,0,地方方言祖孙生活片
20645007,美好2013,2013,汉语普通话 / 粤语 / 日语,LLM_JUDGE,0.7,0,四段短片含粤语闽南语
25732105,鄂尔多斯骑士,2015,汉语普通话 / 蒙语,LLM_JUDGE,0.7,0,草原蒙古语三段片
7163765,龙飞凤舞,2012,汉语普通话 / 闽南语,LLM_JUDGE,0.8,0,王育麟歌仔戏闽南语片
6432156,龙船,2011,汉语普通话 / 粤语,LLM_JUDGE,0.7,0,练溪村粤语龙舟纪录片
5279627,胡辣汤,2010,普通话/国语 / 河南周口话,LLM_JUDGE,0.7,0,河南周口话美食片
6796784,四年一梦,2011,汉语普通话 / 山东方言,LLM_JUDGE,0.7,0,山东方言毕业校园片
3773977,卡到了！,2007,汉语普通话 / 闽南语,LLM_JUDGE,0.7,0,闽南语卡债纪录片
3032852,黑道之无悔今生,2008,普通话/国语 / 粤语,LLM_JUDGE,0.7,0,港式真实黑帮粤语片
3189968,生命列车,2001,汉语普通话 / 河南话,LLM_JUDGE,0.7,0,河南话列车生产电视片
3993255,香平丽,2005,汉语普通话 / 粤语,LLM_JUDGE,0.7,0,蒋志深圳粤语纪录剧情片
27124931,陈冲·上海：梅雨季节的城市穿行,2017,汉语普通话 / 上海话,LLM_JUDGE,0.7,0,沪语城市人文短片
4323362,坑,2007,汉语普通话 / 日语 / 唐山方言,LLM_JUDGE,0.7,0,唐山方言抗战短片
24752295,青春小说,2013,汉语普通话 / 河南方言,LLM_JUDGE,0.7,0,河南方言乡村公路片
3024212,阿妹的诺言,2007,汉语普通话 / 陕西话,LLM_JUDGE,0.7,0,陕西话高考励志片
34997942,小春与猪排,2020,台湾国语 / 闽南语,LLM_JUDGE,0.7,0,闽南语城乡代沟片
3193464,爱的面包魂,2007,普通话/国语 / 閩南語,LLM_JUDGE,0.7,0,台客闽南语面包喜剧
26324974,钱，这东西......,1985,汉语普通话 / 维吾尔语,LLM_JUDGE,0.8,0,天山厂维吾尔语喜剧
1915881,一百年的歌声,2004,汉语普通话 / 上海话,LLM_JUDGE,0.7,0,沪语流行歌曲纪录片
3999733,白领日志,2007,汉语普通话 / 上海话,LLM_JUDGE,0.7,0,沪语实习医生独立片
4135765,那时年纪小,2009,普通话/国语 / 山东方言,LLM_JUDGE,0.7,0,山东方言计划生育短片
10776186,飞机,2012,汉语普通话 / 东北话,LLM_JUDGE,0.7,0,耿军东北话荒诞短片
34852806,狂飙一梦,2019,汉语普通话 / 台语 Taiwanese,LLM_JUDGE,0.7,0,台语社运纪录片
20444574,不耻,2012,汉语普通话 / 象山方言,LLM_JUDGE,0.7,0,象山方言酒店拆迁片
25790210,爱琳娜,2015,汉语普通话 / 台語,LLM_JUDGE,0.8,0,林靖杰台语草根爱情片
3773980,红谷子,2007,普通话/国语 / 云南方言,LLM_JUDGE,0.7,0,云南方言有机农耕纪录片
25802582,希望有个如你一般的人,2014,汉语普通话 / 南京话,LLM_JUDGE,0.7,0,南京话青春短片
25849506,热带,2014,汉语普通话 / 粤语,LLM_JUDGE,0.7,0,穆肃粤语寻子纪录片
21327875,台湾人在满洲国,2013,汉语普通话 / 台语 Taiwanese,LLM_JUDGE,0.7,0,台语历史纪录片
